session_id,player_id,game_id,session_start,session_end,bet_amount,win_amount
42,763,6,2024-12-30 13:46:44,2024-12-30 14:08:44,970.94,1941.88
43,671,17,2024-08-21 10:51:16,2024-08-21 12:11:16,571.59,2857.95
44,519,15,2024-04-22 19:30:16,2024-04-22 20:01:16,562.62,2813.1
45,684,5,2024-07-15 05:11:10,2024-07-15 06:31:10,619.09,0.0
46,443,38,2024-07-04 17:08:05,2024-07-04 18:25:05,529.55,0.0
47,467,40,2024-07-16 08:11:34,2024-07-16 09:54:34,25.35,0.0
48,5,43,2025-03-11 17:51:56,2025-03-11 18:36:56,335.57,0.0
49,922,14,2024-06-02 14:47:03,2024-06-02 15:25:03,545.87,0.0
50,761,16,2024-04-24 12:14:18,2024-04-24 13:06:18,228.22,456.44
51,495,19,2024-10-19 06:57:20,2024-10-19 07:54:20,226.22,339.33
52,288,30,2024-09-09 03:55:34,2024-09-09 04:40:34,263.33,0.0
53,357,20,2024-05-25 22:44:23,2024-05-25 22:58:23,710.86,1066.29
54,978,50,2024-12-04 00:02:08,2024-12-04 00:29:08,237.46,0.0
55,92,23,2024-05-15 00:45:16,2024-05-15 01:37:16,631.61,0.0
56,478,4,2024-07-27 16:32:20,2024-07-27 18:12:20,217.96,0.0
57,415,15,2024-08-19 21:22:51,2024-08-19 22:35:51,414.36,0.0
58,291,41,2024-12-16 07:31:01,2024-12-16 09:27:01,820.76,0.0
59,677,1,2024-12-29 04:27:16,2024-12-29 06:22:16,30.09,60.18
60,793,40,2024-08-20 17:47:34,2024-08-20 19:10:34,950.81,0.0
61,887,1,2024-07-29 21:34:38,2024-07-29 23:03:38,835.55,0.0
62,759,1,2024-09-12 06:43:40,2024-09-12 07:59:40,90.96,181.92
63,361,37,2024-12-13 11:00:20,2024-12-13 11:48:20,720.55,1080.82
64,839,11,2024-06-29 13:16:21,2024-06-29 13:48:21,911.03,1822.06
65,825,20,2024-04-12 15:05:33,2024-04-12 15:53:33,952.3,0.0
66,89,7,2024-06-23 14:33:42,2024-06-23 15:12:42,907.87,1361.81
67,660,33,2024-11-02 21:36:20,2024-11-02 22:49:20,963.79,1445.68
68,277,48,2024-07-24 15:52:03,2024-07-24 17:02:03,267.97,1339.85
69,578,34,2024-10-10 06:40:30,2024-10-10 08:24:30,83.25,124.88
70,694,1,2024-11-05 05:16:42,2024-11-05 06:24:42,184.06,0.0
71,939,31,2024-06-05 05:02:15,2024-06-05 05:35:15,568.19,0.0
72,303,20,2024-08-12 13:35:22,2024-08-12 15:10:22,954.91,0.0
73,443,10,2024-09-18 19:59:05,2024-09-18 20:47:05,95.1,142.65
74,754,37,2024-11-01 22:40:24,2024-11-01 23:02:24,614.15,1228.3
75,253,41,2024-07-27 16:18:18,2024-07-27 17:38:18,51.98,103.96
76,65,38,2024-12-20 06:09:39,2024-12-20 08:08:39,34.06,0.0
77,795,27,2024-06-16 03:32:35,2024-06-16 04:54:35,787.81,0.0
78,833,23,2024-04-30 21:08:35,2024-04-30 21:33:35,282.31,282.31
79,339,40,2024-09-27 01:29:11,2024-09-27 02:21:11,248.53,0.0
80,137,47,2025-01-08 11:56:28,2025-01-08 12:46:28,410.11,0.0
81,910,45,2024-05-06 18:43:59,2024-05-06 18:58:59,618.4,1236.8
82,741,8,2024-09-11 01:27:04,2024-09-11 03:08:04,648.25,0.0
83,997,31,2024-08-30 02:28:07,2024-08-30 04:13:07,796.97,0.0
84,867,5,2024-12-17 09:08:47,2024-12-17 09:41:47,681.13,3405.65
85,686,20,2024-08-28 21:00:40,2024-08-28 21:31:40,341.59,0.0
86,311,41,2025-01-14 17:26:30,2025-01-14 19:00:30,269.91,539.82
87,606,29,2024-11-24 07:32:40,2024-11-24 09:20:40,761.18,3805.9
88,244,26,2024-11-15 13:29:41,2024-11-15 15:02:41,795.04,1590.08
89,991,21,2024-08-14 13:23:26,2024-08-14 15:04:26,458.99,458.99
90,498,36,2025-04-08 06:00:58,2025-04-08 07:18:58,451.39,451.39
91,902,20,2024-06-23 14:24:21,2024-06-23 14:29:21,124.22,0.0
92,397,26,2025-01-07 16:55:25,2025-01-07 18:32:25,648.51,648.51
93,11,43,2025-02-05 20:59:54,2025-02-05 22:34:54,557.46,2787.3
94,203,17,2024-04-24 19:47:41,2024-04-24 20:44:41,20.01,0.0
95,823,28,2024-09-20 02:02:40,2024-09-20 02:14:40,800.44,0.0
96,856,24,2024-09-19 15:22:37,2024-09-19 17:17:37,240.3,360.45
97,687,20,2024-09-12 16:49:58,2024-09-12 18:44:58,130.54,261.08
98,690,18,2024-10-17 14:08:50,2024-10-17 16:08:50,39.73,79.46
99,615,13,2025-02-20 18:20:58,2025-02-20 18:54:58,56.79,85.19
100,978,10,2025-04-01 23:01:48,2025-04-02 00:17:48,181.17,905.85
101,735,10,2024-08-06 17:35:12,2024-08-06 19:19:12,125.72,628.6
102,541,43,2024-06-19 00:20:11,2024-06-19 01:16:11,44.15,44.15
103,15,34,2025-02-17 16:26:23,2025-02-17 18:26:23,75.86,75.86
104,231,43,2024-09-15 03:11:41,2024-09-15 05:08:41,272.21,1361.05
105,907,23,2024-08-25 16:03:25,2024-08-25 17:12:25,55.97,0.0
106,204,20,2024-12-31 17:33:42,2024-12-31 19:29:42,728.86,728.86
107,915,6,2024-11-06 00:21:48,2024-11-06 01:42:48,531.31,0.0
108,871,14,2024-04-11 17:46:27,2024-04-11 18:05:27,800.23,0.0
109,120,10,2025-01-09 13:52:12,2025-01-09 14:03:12,765.63,0.0
110,924,7,2024-10-16 20:45:35,2024-10-16 22:32:35,464.55,696.83
111,756,42,2024-04-26 05:42:32,2024-04-26 06:31:32,671.45,3357.25
112,161,48,2024-06-30 11:08:20,2024-06-30 13:07:20,556.37,1112.74
113,121,15,2024-09-30 11:39:38,2024-09-30 13:21:38,176.68,265.02
114,421,34,2025-02-13 13:48:33,2025-02-13 14:22:33,328.27,0.0
115,218,15,2024-09-03 17:26:25,2024-09-03 18:46:25,80.53,120.8
116,834,50,2024-10-17 13:51:26,2024-10-17 15:26:26,32.53,32.53
117,296,50,2024-12-16 03:20:45,2024-12-16 03:31:45,109.37,0.0
118,884,27,2024-08-07 13:57:12,2024-08-07 14:55:12,510.13,0.0
119,272,15,2024-04-19 15:33:15,2024-04-19 17:18:15,545.97,0.0
120,856,49,2024-10-24 22:25:52,2024-10-24 23:32:52,702.32,0.0
121,287,6,2025-03-03 02:48:54,2025-03-03 03:07:54,285.35,0.0
122,909,49,2025-01-17 02:00:07,2025-01-17 02:26:07,916.85,0.0
123,970,12,2024-10-03 09:57:21,2024-10-03 11:19:21,582.83,2914.15
124,379,40,2025-03-08 03:24:11,2025-03-08 04:11:11,351.23,0.0
125,706,9,2025-01-22 02:20:38,2025-01-22 04:05:38,169.57,169.57
126,291,7,2024-06-29 15:55:13,2024-06-29 16:25:13,88.06,0.0
127,788,14,2024-09-15 17:23:39,2024-09-15 17:59:39,442.78,885.56
128,427,39,2024-08-03 04:36:51,2024-08-03 05:04:51,471.2,706.8
129,965,24,2025-01-13 00:00:00,2025-01-13 00:23:00,259.81,0.0
130,971,8,2024-06-30 19:20:02,2024-06-30 20:51:02,712.22,0.0
131,216,5,2024-12-08 09:45:29,2024-12-08 10:14:29,853.66,0.0
132,588,45,2024-06-19 14:26:13,2024-06-19 15:04:13,108.57,162.85
133,500,13,2024-06-30 15:48:10,2024-06-30 16:12:10,959.29,1918.58
134,646,17,2024-09-25 06:26:57,2024-09-25 08:12:57,61.51,0.0
135,28,16,2024-09-02 02:38:53,2024-09-02 02:55:53,399.9,0.0
136,593,32,2024-09-11 16:33:24,2024-09-11 16:43:24,370.51,0.0
137,723,4,2024-09-19 02:49:02,2024-09-19 02:55:02,683.5,1367.0
138,734,21,2024-05-13 02:15:04,2024-05-13 03:39:04,44.61,0.0
139,265,2,2024-09-16 16:12:50,2024-09-16 17:10:50,203.64,203.64
140,465,43,2024-06-27 21:15:43,2024-06-27 22:49:43,423.37,2116.85
141,268,15,2024-09-17 13:43:56,2024-09-17 15:13:56,554.4,831.6
142,544,42,2024-06-01 13:14:59,2024-06-01 14:15:59,696.82,0.0
143,122,25,2025-03-21 16:05:14,2025-03-21 17:15:14,113.68,0.0
144,678,29,2025-03-19 10:40:29,2025-03-19 11:33:29,47.77,47.77
145,321,49,2024-08-06 16:43:54,2024-08-06 18:26:54,543.36,0.0
146,726,21,2025-02-14 16:40:20,2025-02-14 18:32:20,647.74,1295.48
147,18,43,2024-07-29 05:28:51,2024-07-29 06:36:51,950.65,950.65
148,241,29,2025-04-01 21:32:09,2025-04-01 22:04:09,121.62,0.0
149,285,46,2024-07-31 08:56:21,2024-07-31 10:45:21,462.13,0.0
150,876,43,2024-12-03 05:21:35,2024-12-03 06:07:35,58.93,0.0
151,238,8,2024-07-31 11:21:17,2024-07-31 11:38:17,537.66,2688.3
152,186,35,2024-10-07 23:19:19,2024-10-08 01:12:19,871.39,871.39
153,913,19,2024-10-04 20:52:17,2024-10-04 21:08:17,671.22,0.0
154,583,30,2024-05-01 23:21:54,2024-05-01 23:44:54,57.2,0.0
155,47,29,2024-12-19 03:30:10,2024-12-19 04:17:10,622.29,933.43
156,757,42,2024-08-21 06:52:25,2024-08-21 08:20:25,872.44,1744.88
157,502,17,2025-02-03 12:43:59,2025-02-03 13:43:59,825.45,825.45
158,925,17,2024-10-20 04:57:03,2024-10-20 06:26:03,227.08,1135.4
159,342,6,2025-03-10 21:15:37,2025-03-10 21:32:37,984.6,4923.0
160,308,47,2024-05-30 04:21:35,2024-05-30 05:35:35,860.4,4302.0
161,822,42,2025-02-08 08:39:18,2025-02-08 09:19:18,186.91,280.37
162,377,35,2025-03-15 02:52:46,2025-03-15 04:52:46,175.64,263.46
163,290,12,2024-09-05 14:34:04,2024-09-05 15:04:04,956.59,0.0
164,955,6,2024-04-24 08:45:56,2024-04-24 09:58:56,327.49,0.0
165,861,14,2024-10-15 16:53:31,2024-10-15 18:32:31,74.9,0.0
166,924,13,2024-09-05 19:48:33,2024-09-05 21:23:33,976.12,0.0
167,450,3,2024-06-07 21:51:42,2024-06-07 22:45:42,526.13,526.13
168,923,28,2024-12-13 01:49:06,2024-12-13 02:30:06,1.77,8.85
169,875,49,2024-07-31 16:27:20,2024-07-31 17:44:20,722.47,0.0
170,402,35,2025-02-19 20:20:31,2025-02-19 20:38:31,176.01,352.02
171,95,15,2024-08-07 21:51:42,2024-08-07 22:01:42,389.96,779.92
172,259,44,2024-12-22 20:47:59,2024-12-22 20:59:59,721.09,1442.18
173,766,4,2025-02-20 23:44:41,2025-02-21 00:06:41,130.79,261.58
174,152,32,2024-09-07 16:17:09,2024-09-07 17:13:09,294.02,1470.1
175,8,2,2024-07-17 19:35:20,2024-07-17 21:29:20,710.17,710.17
176,781,22,2024-04-24 15:06:28,2024-04-24 17:05:28,626.59,0.0
177,122,1,2024-06-26 21:42:03,2024-06-26 22:31:03,120.18,0.0
178,540,35,2024-05-02 01:32:26,2024-05-02 03:06:26,518.06,777.09
179,385,42,2024-10-31 09:31:46,2024-10-31 10:03:46,362.08,0.0
180,954,21,2024-12-17 12:28:21,2024-12-17 12:35:21,611.38,1222.76
181,182,9,2024-08-24 06:14:04,2024-08-24 07:49:04,320.57,480.86
182,500,18,2025-01-15 21:07:08,2025-01-15 21:19:08,107.76,0.0
183,234,24,2025-03-26 12:45:29,2025-03-26 13:13:29,470.65,470.65
184,195,17,2024-12-17 17:21:39,2024-12-17 17:34:39,846.93,0.0
185,945,18,2024-07-19 20:03:47,2024-07-19 21:38:47,836.11,1672.22
186,261,10,2024-09-10 16:39:47,2024-09-10 17:33:47,548.55,1097.1
187,632,29,2024-10-22 10:08:27,2024-10-22 10:57:27,573.73,573.73
188,167,14,2024-11-20 23:47:18,2024-11-21 00:14:18,641.64,3208.2
189,406,9,2024-06-07 17:06:35,2024-06-07 18:40:35,339.5,1697.5
190,533,32,2024-11-09 14:53:14,2024-11-09 16:12:14,706.09,0.0
191,928,33,2024-10-20 18:18:24,2024-10-20 19:45:24,495.38,990.76
192,978,49,2025-03-31 01:58:32,2025-03-31 03:14:32,192.36,0.0
193,368,40,2024-06-14 16:16:16,2024-06-14 16:38:16,463.81,2319.05
194,940,23,2024-08-26 07:36:37,2024-08-26 08:00:37,549.12,0.0
195,453,18,2024-10-23 10:11:46,2024-10-23 10:32:46,211.23,1056.15
196,322,33,2024-07-30 08:46:31,2024-07-30 10:32:31,679.46,0.0
197,661,4,2024-09-14 20:59:18,2024-09-14 21:43:18,991.97,991.97
198,138,23,2024-09-23 18:03:07,2024-09-23 18:34:07,650.57,3252.85
199,701,8,2024-12-05 01:50:48,2024-12-05 02:19:48,415.31,622.97
200,304,30,2024-04-11 13:49:48,2024-04-11 15:07:48,290.37,290.37
201,811,26,2024-10-20 08:55:18,2024-10-20 10:47:18,579.02,0.0
202,253,30,2024-12-01 22:20:30,2024-12-01 23:26:30,571.72,857.58
203,377,44,2024-11-22 03:53:37,2024-11-22 04:32:37,66.02,0.0
204,721,43,2024-07-10 07:12:33,2024-07-10 08:33:33,88.59,442.95
205,880,9,2024-12-01 22:02:11,2024-12-01 22:53:11,229.14,458.28
206,612,12,2024-07-24 06:12:33,2024-07-24 07:15:33,472.57,0.0
207,752,21,2024-04-10 20:59:54,2024-04-10 22:05:54,199.01,298.51
208,256,15,2024-07-16 05:57:30,2024-07-16 06:44:30,795.82,0.0
209,43,12,2025-01-12 01:00:14,2025-01-12 02:31:14,749.53,0.0
210,511,18,2024-07-26 01:58:35,2024-07-26 02:23:35,546.52,0.0
211,194,22,2024-04-14 22:51:12,2024-04-15 00:00:12,565.73,565.73
212,108,21,2024-10-25 18:01:03,2024-10-25 19:32:03,794.27,0.0
213,223,31,2024-06-26 23:55:30,2024-06-27 00:14:30,386.02,772.04
214,928,13,2024-08-26 15:48:37,2024-08-26 16:56:37,884.2,1326.3
215,43,40,2024-07-31 06:49:30,2024-07-31 08:27:30,192.08,0.0
216,114,40,2024-05-16 09:24:34,2024-05-16 11:16:34,672.05,1344.1
217,756,27,2024-05-20 06:59:47,2024-05-20 07:21:47,541.71,2708.55
218,413,50,2025-02-20 17:24:09,2025-02-20 18:38:09,680.27,680.27
219,775,49,2024-07-06 00:25:27,2024-07-06 00:59:27,399.23,598.85
220,721,1,2024-11-08 06:04:11,2024-11-08 06:40:11,303.51,303.51
221,84,33,2024-05-16 16:55:56,2024-05-16 17:06:56,298.56,447.84
222,491,23,2024-05-21 00:25:11,2024-05-21 00:58:11,210.64,315.96
223,93,12,2024-04-28 13:16:36,2024-04-28 14:31:36,405.08,2025.4
224,211,9,2024-07-03 17:47:32,2024-07-03 19:36:32,910.44,0.0
225,390,15,2024-12-20 03:16:01,2024-12-20 05:09:01,641.68,3208.4
226,458,15,2024-08-28 16:57:33,2024-08-28 17:17:33,57.22,286.1
227,302,33,2025-01-12 08:25:04,2025-01-12 10:17:04,792.79,0.0
228,511,37,2024-04-26 11:14:19,2024-04-26 12:44:19,107.52,0.0
229,209,39,2024-08-13 23:42:17,2024-08-14 00:33:17,377.63,0.0
230,16,21,2025-02-19 01:14:29,2025-02-19 02:57:29,633.17,3165.85
231,890,32,2025-04-05 04:29:26,2025-04-05 05:38:26,326.87,326.87
232,992,27,2025-03-18 18:02:54,2025-03-18 19:54:54,28.49,142.45
233,875,11,2025-01-12 19:01:06,2025-01-12 19:23:06,58.16,0.0
234,821,25,2024-04-28 21:29:01,2024-04-28 22:17:01,240.33,480.66
235,374,14,2024-12-11 08:29:33,2024-12-11 10:29:33,174.97,0.0
236,355,20,2024-12-31 11:52:36,2024-12-31 12:49:36,292.29,1461.45
237,11,45,2024-11-09 05:22:20,2024-11-09 06:57:20,851.62,0.0
238,329,1,2024-05-01 19:34:44,2024-05-01 19:53:44,454.79,0.0
239,582,38,2025-01-15 18:00:15,2025-01-15 18:56:15,675.13,1012.69
240,290,35,2024-08-29 10:35:08,2024-08-29 11:25:08,259.82,1299.1
241,327,33,2025-03-20 07:08:32,2025-03-20 07:32:32,970.15,4850.75
242,145,19,2024-08-08 02:49:24,2024-08-08 03:29:24,984.73,984.73
243,769,16,2025-02-14 01:38:40,2025-02-14 02:29:40,261.4,392.1
244,985,36,2024-12-24 15:47:32,2024-12-24 15:53:32,993.4,4967.0
245,822,22,2024-07-25 12:42:42,2024-07-25 13:21:42,596.49,0.0
246,891,7,2024-12-11 17:10:37,2024-12-11 17:34:37,925.71,0.0
247,179,20,2024-11-24 21:09:36,2024-11-24 22:52:36,219.42,0.0
248,809,18,2024-12-06 04:41:28,2024-12-06 05:05:28,678.37,0.0
249,18,30,2024-12-07 15:32:15,2024-12-07 16:43:15,355.97,1779.85
250,606,50,2024-06-04 09:12:08,2024-06-04 10:27:08,141.44,707.2
251,395,30,2024-07-19 21:55:23,2024-07-19 22:53:23,285.15,570.3
252,499,37,2024-10-09 01:20:50,2024-10-09 02:46:50,160.31,320.62
253,487,23,2025-01-14 13:15:14,2025-01-14 14:33:14,982.27,1473.4
254,791,18,2024-11-08 11:33:26,2024-11-08 13:10:26,243.19,0.0
255,314,40,2024-11-03 16:18:24,2024-11-03 16:39:24,215.25,215.25
256,508,11,2024-04-28 07:12:09,2024-04-28 07:44:09,648.51,1297.02
257,845,4,2025-04-02 09:06:26,2025-04-02 09:26:26,727.72,0.0
258,137,16,2024-11-17 16:11:14,2024-11-17 17:24:14,418.09,2090.45
259,57,34,2025-04-08 16:52:54,2025-04-08 17:55:54,331.0,1655.0
260,695,44,2024-07-21 12:43:34,2024-07-21 13:18:34,162.53,0.0
261,523,18,2025-01-13 03:54:04,2025-01-13 04:30:04,534.64,2673.2
262,678,34,2024-06-08 01:12:54,2024-06-08 01:53:54,601.47,1202.94
263,890,18,2024-06-29 03:42:32,2024-06-29 04:32:32,671.7,671.7
264,113,23,2024-08-07 06:43:05,2024-08-07 07:45:05,978.29,0.0
265,193,31,2024-10-11 11:13:19,2024-10-11 12:06:19,778.81,3894.05
266,7,37,2025-03-07 08:08:24,2025-03-07 09:34:24,52.05,78.07
267,30,18,2024-06-04 20:00:53,2024-06-04 21:58:53,391.34,0.0
268,753,2,2025-03-20 18:25:11,2025-03-20 19:04:11,190.99,190.99
269,457,35,2024-04-13 21:14:31,2024-04-13 22:39:31,860.67,0.0
270,507,47,2025-01-02 15:37:47,2025-01-02 16:33:47,327.77,327.77
271,62,1,2024-10-12 03:06:02,2024-10-12 04:59:02,741.19,3705.95
272,7,28,2025-02-15 09:19:47,2025-02-15 10:06:47,557.82,836.73
273,40,10,2025-02-26 19:18:27,2025-02-26 21:08:27,354.5,0.0
274,721,29,2024-12-25 16:30:38,2024-12-25 18:22:38,37.82,37.82
275,421,38,2024-08-06 15:56:47,2024-08-06 17:02:47,376.15,752.3
276,167,33,2024-10-22 21:44:30,2024-10-22 22:19:30,860.87,0.0
277,536,12,2024-04-19 11:42:28,2024-04-19 13:28:28,204.62,0.0
278,681,49,2024-05-13 16:29:35,2024-05-13 18:16:35,733.09,0.0
279,239,21,2024-11-08 03:24:52,2024-11-08 04:48:52,155.35,155.35
280,786,1,2024-11-08 18:11:58,2024-11-08 19:53:58,238.03,357.05
281,155,16,2024-05-29 23:51:53,2024-05-30 00:53:53,830.26,4151.3
282,732,41,2024-07-02 15:24:47,2024-07-02 16:21:47,692.88,692.88
283,188,49,2024-11-01 17:11:46,2024-11-01 18:41:46,214.44,214.44
284,309,27,2024-05-02 09:08:40,2024-05-02 09:42:40,673.02,0.0
285,656,23,2024-10-14 18:51:21,2024-10-14 20:44:21,801.05,801.05
286,458,30,2025-01-15 08:47:35,2025-01-15 10:24:35,35.57,71.14
287,918,35,2024-07-11 09:17:48,2024-07-11 09:51:48,482.99,0.0
288,245,16,2025-04-06 07:26:33,2025-04-06 08:22:33,126.45,189.68
289,284,3,2024-12-08 14:10:52,2024-12-08 16:10:52,499.85,2499.25
290,754,19,2025-02-25 14:17:28,2025-02-25 14:23:28,876.68,4383.4
291,625,24,2024-07-02 07:33:40,2024-07-02 08:47:40,895.33,0.0
292,193,3,2024-09-07 11:46:35,2024-09-07 13:01:35,346.39,1731.95
293,10,30,2024-10-11 08:08:21,2024-10-11 08:28:21,182.38,911.9
294,945,12,2024-05-11 11:15:54,2024-05-11 12:09:54,350.38,525.57
295,918,33,2024-07-01 01:45:35,2024-07-01 03:25:35,391.98,1959.9
296,805,22,2024-04-13 10:22:47,2024-04-13 11:47:47,987.38,1481.07
297,546,43,2024-08-12 20:55:15,2024-08-12 22:38:15,375.36,0.0
298,728,13,2024-11-07 23:35:26,2024-11-08 00:10:26,279.53,0.0
299,479,17,2024-08-02 17:46:50,2024-08-02 19:12:50,934.29,1401.43
300,937,17,2024-05-29 09:14:18,2024-05-29 09:21:18,410.59,0.0
301,603,29,2025-04-01 08:34:30,2025-04-01 09:10:30,882.67,0.0
302,270,29,2024-07-13 23:29:35,2024-07-14 01:16:35,505.33,0.0
303,542,33,2024-12-09 00:47:41,2024-12-09 02:19:41,468.73,0.0
304,526,28,2024-08-01 04:36:14,2024-08-01 05:47:14,680.11,1020.16
305,678,32,2024-08-08 15:33:40,2024-08-08 16:05:40,839.5,1259.25
306,739,44,2025-03-19 21:53:05,2025-03-19 22:08:05,800.91,1601.82
307,805,20,2024-08-13 21:23:19,2024-08-13 22:21:19,842.23,4211.15
308,440,8,2024-11-30 17:19:52,2024-11-30 18:19:52,173.65,868.25
309,192,46,2025-01-16 00:51:25,2025-01-16 01:08:25,989.8,4949.0
310,622,13,2024-04-16 15:17:56,2024-04-16 15:26:56,583.65,2918.25
311,95,22,2024-07-15 09:45:51,2024-07-15 10:56:51,691.13,1036.69
312,262,13,2025-02-26 14:51:01,2025-02-26 15:27:01,767.56,0.0
313,261,40,2025-02-21 08:51:45,2025-02-21 09:09:45,582.53,1165.06
314,858,13,2024-07-01 09:28:04,2024-07-01 11:07:04,397.38,0.0
315,580,6,2024-06-17 17:34:06,2024-06-17 18:14:06,938.55,938.55
316,259,7,2024-10-31 06:02:29,2024-10-31 06:30:29,944.48,1416.72
317,101,13,2024-08-31 17:35:18,2024-08-31 18:09:18,803.48,1606.96
318,248,25,2024-08-03 02:22:49,2024-08-03 03:56:49,987.19,0.0
319,364,24,2024-05-07 08:52:35,2024-05-07 09:13:35,604.26,906.39
320,617,34,2024-04-09 16:44:32,2024-04-09 16:50:32,879.55,0.0
321,972,3,2024-07-19 11:57:43,2024-07-19 12:27:43,645.63,645.63
322,764,30,2024-12-26 13:30:29,2024-12-26 15:23:29,345.44,345.44
323,737,47,2025-01-10 00:08:50,2025-01-10 01:49:50,421.6,0.0
324,120,17,2024-08-14 13:48:08,2024-08-14 14:38:08,80.44,402.2
325,993,45,2024-06-03 05:35:28,2024-06-03 06:49:28,628.17,0.0
326,149,32,2025-02-15 01:41:11,2025-02-15 03:07:11,611.31,916.96
327,294,16,2024-09-10 06:15:43,2024-09-10 08:09:43,820.88,0.0
328,468,49,2024-07-17 13:59:18,2024-07-17 15:01:18,228.43,0.0
329,626,18,2025-03-08 10:43:37,2025-03-08 11:57:37,585.49,0.0
330,80,24,2024-04-11 18:28:21,2024-04-11 18:45:21,661.95,1323.9
331,830,18,2024-09-16 07:31:18,2024-09-16 08:23:18,16.22,24.33
332,972,48,2024-06-24 02:32:02,2024-06-24 03:08:02,817.82,1635.64
333,381,37,2024-12-26 17:40:18,2024-12-26 19:19:18,603.98,905.97
334,758,24,2025-02-02 03:46:02,2025-02-02 05:24:02,949.38,4746.9
335,766,11,2024-04-29 02:16:26,2024-04-29 04:14:26,400.34,0.0
336,973,6,2024-12-25 06:21:58,2024-12-25 07:58:58,233.76,1168.8
337,675,32,2024-10-13 14:56:33,2024-10-13 16:13:33,483.54,725.31
338,168,7,2024-05-31 22:55:46,2024-06-01 00:30:46,550.32,0.0
339,652,23,2024-04-11 12:45:56,2024-04-11 13:12:56,299.27,598.54
340,651,35,2025-01-08 06:02:50,2025-01-08 06:27:50,881.5,0.0
341,892,16,2024-08-11 17:14:31,2024-08-11 18:02:31,403.76,605.64
342,942,48,2024-05-18 07:30:26,2024-05-18 07:49:26,711.62,0.0
343,987,44,2024-05-16 02:49:21,2024-05-16 03:18:21,453.75,2268.75
344,484,17,2025-02-05 03:14:08,2025-02-05 04:44:08,756.25,3781.25
345,364,20,2024-05-19 18:54:59,2024-05-19 20:34:59,18.37,27.55
346,757,7,2024-12-13 23:36:50,2024-12-14 00:27:50,995.86,1493.79
